Time,Delta Time,Length,Source IEEE,Destination IEEE,FCF IEEE,Sequence Number,Source Zigbee,Destination Zigbee,FCF Zigbee,Payload Length,Extended Source,File
"Oct 12, 2023 16:13:15.689389",0.002399,5,,,0x0002,19,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:15.704404",,45,,,,,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:15.706195",0.001791,5,,,0x0002,41,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:15.709948",,45,,,,,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:15.711728",0.001780,5,,,0x0002,123,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:16.735020",,60,,,,,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:16.737322",0.002302,5,,,0x0002,57,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:16.779415",,50,,,,,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:16.781398",0.001983,5,,,0x0002,42,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:16.786014",0.004616,50,0x482d,0x6e5f,0x8861,79,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:16.787954",0.001940,5,,,0x0002,79,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:16.793069",,45,,,,,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:16.794892",0.001823,5,,,0x0002,58,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:18.773562",1.978670,12,0x2cae,0xe694,0x8863,155,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:18.774297",0.000735,5,,,0x0002,155,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:19.903795",1.129498,77,0x054f,0xffff,0x8841,76,0x054f,0xfffc,0x1209,,,idel1.pcapng
"Oct 12, 2023 16:13:23.661993",3.758198,77,0x482d,0xffff,0x8841,80,0x482d,0xfffc,0x1209,,,idel1.pcapng
"Oct 12, 2023 16:13:23.835361",0.173368,12,0x2cae,0xe694,0x8863,156,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:23.836099",0.000738,5,,,0x0002,156,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:24.466966",0.630867,77,0xe5c4,0xffff,0x8841,9,0xe5c4,0xfffc,0x1209,,,idel1.pcapng
"Oct 12, 2023 16:13:24.606146",0.139180,71,0x09ac,0xffff,0x8841,62,0x09ac,0xfffc,0x1209,,,idel1.pcapng
"Oct 12, 2023 16:13:25.059759",0.453613,68,0xebe5,0xffff,0x8841,0,0xebe5,0xfffc,0x1209,,,idel1.pcapng
"Oct 12, 2023 16:13:25.251195",0.191436,37,,,0xd439,20,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:26.115585",0.864390,77,0x82eb,0xffff,0x8841,252,0x82eb,0xfffc,0x1209,,,idel1.pcapng
"Oct 12, 2023 16:13:26.131236",0.015651,78,0x6e5f,0xffff,0x884e,59,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:28.836445",2.705209,12,0x2cae,0xe694,0x8863,157,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:28.837181",0.000736,5,,,0x0002,157,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:28.842496",0.005315,12,0x2cae,0xe694,0x8863,157,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:28.843233",0.000737,5,,,0x0002,157,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:28.986802",0.143569,77,0xe694,0xffff,0x8841,124,0xe694,0xfffc,0x1209,,,idel1.pcapng
"Oct 12, 2023 16:13:29.812755",0.825953,101,,,0x0065,136,,,,,,idel1.pcapng
"Oct 12, 2023 16:13:30.187224",0.374469,77,0x0000,0xffff,0x8841,43,0x0000,0xfffc,0x1209,,,idel1.pcapng
