Time,Delta Time,Length,Source IEEE,Destination IEEE,Sequence Number,Source ZigBee,Destination ZigBee
"Oct 27, 2023 18:54:49.408951000",0.004265,52,0x0000,0xa706,191.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.410966000",0.002015,5,,,191.0,,
"Oct 27, 2023 18:54:49.414684000",0.003718,52,0xa706,0x5bb9,121.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.444518000",0.029834,52,0x0000,0xa706,192.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.446534000",0.002016,5,,,192.0,,
"Oct 27, 2023 18:54:49.447551000",0.001017,52,0x0000,0xa706,192.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.449556000",0.002005,5,,,192.0,,
"Oct 27, 2023 18:54:49.450699000",0.001143,52,0xa706,0x5bb9,122.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.454207000",0.003508,52,0xa706,0x5bb9,123.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.458608000",0.004401,52,0x0000,0xa706,192.0,0x0000,0x5bb9
"Oct 27, 2023 18:54:49.460623000",0.002015,5,,,192.0,,
"Oct 27, 2023 18:54:49.462291000",0.001668,52,0x0000,0xa706,192.0,0x0000,0x5bb9
