Time,Delta Time,Length,Source IEEE,Destination IEEE,Sequence Number,Source ZigBee,Destination ZigBee
"Oct 28, 2023 13:12:18.481881000",0.232077,74,0x0112,0xffff,60.0,0x0112,0xfffc
"Oct 28, 2023 13:12:18.501663000",0.019782,12,0x059b,0xec7f,197.0,,
"Oct 28, 2023 13:12:18.502416000",0.000753,5,,,197.0,,
"Oct 28, 2023 13:12:18.604114000",0.101698,52,0x907b,0x0000,97.0,0x907b,0x0000
"Oct 28, 2023 13:12:18.606161000",0.002047,5,,,97.0,,
"Oct 28, 2023 13:12:19.001682000",0.395521,12,0x059b,0xec7f,198.0,,
"Oct 28, 2023 13:12:19.002435000",0.000753,5,,,198.0,,
"Oct 28, 2023 13:12:19.251293000",0.248858,12,0x059b,0xec7f,199.0,,
"Oct 28, 2023 13:12:19.252047000",0.000754,5,,,199.0,,
"Oct 28, 2023 13:12:19.438871000",0.186824,53,0xe1a6,0x0000,211.0,0xe1a6,0x0000
"Oct 28, 2023 13:12:19.443627000",0.004756,53,0xe1a6,0x0000,211.0,0xe1a6,0x0000
"Oct 28, 2023 13:12:19.445706000",0.002079,5,,,211.0,,
