Time,Delta Time,Length,Source IEEE,Destination IEEE,FCF IEEE,Sequence Number,Source Zigbee,Destination Zigbee,FCF Zigbee,Payload Length,Extended Source,File
"Oct 13, 2023 18:09:42.537886",0.024931,54,0xe5c4,0xa209,0x8861,140,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:42.542621",,54,,,,,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:42.548089",,54,,,,,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:42.552512",,54,,,,,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:42.574976",0.022464,57,0xe5c4,0x0000,0x8861,141,0xe5c4,0x0000,0x1a09,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:42.577183",0.002207,5,,,0x0002,141,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:42.990954",0.413771,74,0x054f,0xffff,0x8841,233,0x054f,0xfffc,0x1209,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:43.259351",,54,,,,,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:43.261432",0.002081,5,,,0x0002,62,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:43.265216",0.003784,54,0xc8f0,0x0000,0x8861,50,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:43.267326",0.002110,5,,,0x0002,50,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:43.765169",0.497843,12,0xb815,0xc8f0,0x8863,63,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:43.765895",0.000726,5,,,0x0002,63,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:43.774452",0.008557,74,0xe694,0xffff,0x8841,62,0xe694,0xfffc,0x1209,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:44.237329",,52,,,,,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:44.239344",0.002015,5,,,0x0002,214,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:44.243175",,52,,,,,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:44.245222",0.002047,5,,,0x0002,63,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:44.334464",0.089242,74,0x0000,0xffff,0x8841,73,0x0000,0xfffc,0x1209,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:44.850661",,52,,,,,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:44.852676",0.002015,5,,,0x0002,201,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:44.856696",,52,,,,,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:44.858742",0.002046,5,,,0x0002,64,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:46.047647",1.188905,74,0x82eb,0xffff,0x8841,179,0x82eb,0xfffc,0x1209,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:46.445120",0.397473,70,0xc8f0,0xffff,0x8846,51,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:47.039818",,57,,,,,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:47.042026",0.002208,5,,,0x0002,202,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:47.046323",0.004297,57,0x482d,0x0000,0x8861,59,0x9989,0x0000,0x1a09,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:47.048530",0.002207,5,,,0x0002,59,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:47.093459",,57,,,,,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:47.095666",0.002207,5,,,0x0002,60,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:47.326755",,54,,,,,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:47.328866",0.002111,5,,,0x0002,74,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:47.331779",,54,,,,,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:47.335513",,54,,,,,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:47.339643",,54,,,,,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:47.344953",,54,,,,,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:47.397904",,54,,,,,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:47.401696",,54,,,,,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:47.406782",,54,,,,,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:47.411504",,54,,,,,,,,,,physicalInteraction2.pcapng
"Oct 13, 2023 18:09:47.461617",,54,,,,,,,,,,physicalInteraction2.pcapng
