Time,Delta Time,Length,Source IEEE,Destination IEEE,Sequence Number,Source ZigBee,Destination ZigBee
"Oct 13, 2023 16:19:03.937906000",0.005086,65,0xe694,0xffff,106.0,0x054f,0xfffd
"Oct 13, 2023 16:19:03.978779000",0.040873,65,0x0000,0xffff,246.0,0x054f,0xfffd
"Oct 13, 2023 16:19:04.227587000",0.248808,55,0x054f,0x0000,92.0,0x054f,0x0000
"Oct 13, 2023 16:19:04.229730000",0.002143,5,,,92.0,,
"Oct 13, 2023 16:19:04.271098000",0.041368,52,0x054f,0x0000,93.0,0x054f,0x0000
"Oct 13, 2023 16:19:04.273145000",0.002047,5,,,93.0,,
"Oct 13, 2023 16:19:04.286753000",0.013608,45,0x0000,0x054f,247.0,0x0000,0x054f
"Oct 13, 2023 16:19:04.288563000",0.00181,5,,,247.0,,
"Oct 13, 2023 16:19:04.295181000",0.006618,74,0xa209,0xffff,112.0,0xa209,0xfffc
"Oct 13, 2023 16:19:04.313364000",0.018183,50,0x0000,0x054f,248.0,0x0000,0x054f
"Oct 13, 2023 16:19:04.315333000",0.001969,5,,,248.0,,
"Oct 13, 2023 16:19:04.317274000",0.001941,64,0x054f,0xffff,94.0,0x054f,0xfffd
"Oct 13, 2023 16:19:04.320382000",0.003108,55,0x054f,0x0000,95.0,0x054f,0x0000
"Oct 13, 2023 16:19:04.322525000",0.002143,5,,,95.0,,
"Oct 13, 2023 16:19:04.365811000",0.043286,45,0x054f,0x0000,96.0,0x054f,0x0000
"Oct 13, 2023 16:19:04.367633000",0.001822,5,,,96.0,,
"Oct 13, 2023 16:19:04.375134000",0.007501,65,0x054f,0xffff,97.0,0x054f,0xfffd
"Oct 13, 2023 16:19:04.455040000",0.079906,65,0x0000,0xffff,249.0,0x054f,0xfffd
"Oct 13, 2023 16:19:04.805728000",0.350688,68,0xebe5,0xffff,196.0,0xebe5,0xfffc
"Oct 13, 2023 16:19:04.976247000",0.170519,55,0x054f,0x0000,98.0,0x054f,0x0000
"Oct 13, 2023 16:19:04.978390000",0.002143,5,,,98.0,,
"Oct 13, 2023 16:19:05.022167000",0.043777,52,0x054f,0x0000,99.0,0x054f,0x0000
"Oct 13, 2023 16:19:05.024214000",0.002047,5,,,99.0,,
"Oct 13, 2023 16:19:05.037676000",0.013462,45,0x0000,0x054f,250.0,0x0000,0x054f
"Oct 13, 2023 16:19:05.039485000",0.001809,5,,,250.0,,
"Oct 13, 2023 16:19:05.068155000",0.02867,50,0x0000,0x054f,251.0,0x0000,0x054f
"Oct 13, 2023 16:19:05.070124000",0.001969,5,,,251.0,,
"Oct 13, 2023 16:19:05.073048000",0.002924,55,0x054f,0x0000,100.0,0x054f,0x0000
"Oct 13, 2023 16:19:05.075190000",0.002142,5,,,100.0,,
"Oct 13, 2023 16:19:05.119848000",0.044658,45,0x054f,0x0000,101.0,0x054f,0x0000
"Oct 13, 2023 16:19:05.121671000",0.001823,5,,,101.0,,
"Oct 13, 2023 16:19:05.228855000",0.107184,68,0x09ac,0xffff,9.0,0x09ac,0xfffc
"Oct 13, 2023 16:19:06.365365000",1.13651,77,0x0000,0xffff,252.0,0x0000,0xfffc
"Oct 13, 2023 16:19:06.964723000",0.599358,59,0x054f,0xffff,102.0,0x054f,0xfffc
"Oct 13, 2023 16:19:07.215370000",0.250647,77,0xe5c4,0xffff,178.0,0xe5c4,0xfffc
"Oct 13, 2023 16:19:08.518943000",1.303573,12,0x2cae,0x0000,171.0,,
"Oct 13, 2023 16:19:08.519710000",0.000767,5,,,171.0,,
"Oct 13, 2023 16:19:09.439042000",0.919332,48,0x0000,0x82eb,253.0,0x0000,0x82eb
"Oct 13, 2023 16:19:09.440966000",0.001924,5,,,253.0,,
"Oct 13, 2023 16:19:09.452228000",0.011262,50,0x82eb,0x0000,99.0,0x82eb,0x0000
"Oct 13, 2023 16:19:09.470504000",0.018276,50,0x82eb,0x0000,99.0,0x82eb,0x0000
"Oct 13, 2023 16:19:09.472487000",0.001983,5,,,99.0,,
"Oct 13, 2023 16:19:09.514041000",0.041554,52,0x82eb,0x0000,100.0,0x82eb,0x0000
"Oct 13, 2023 16:19:09.516088000",0.002047,5,,,100.0,,
"Oct 13, 2023 16:19:10.574881000",1.058793,62,0x054f,0xffff,103.0,0x054f,0xfffc
"Oct 13, 2023 16:19:11.050839000",0.475958,48,0x0000,0x09ac,254.0,0x0000,0x09ac
"Oct 13, 2023 16:19:11.052758000",0.001919,5,,,254.0,,
"Oct 13, 2023 16:19:11.065099000",0.012341,50,0x09ac,0x0000,10.0,0x09ac,0x0000
"Oct 13, 2023 16:19:11.067081000",0.001982,5,,,10.0,,
"Oct 13, 2023 16:19:11.069261000",0.00218,52,0x09ac,0x0000,11.0,0x09ac,0x0000
"Oct 13, 2023 16:19:11.071308000",0.002047,5,,,11.0,,
"Oct 13, 2023 16:19:11.098491000",0.027183,45,0x0000,0x09ac,255.0,0x0000,0x09ac
"Oct 13, 2023 16:19:11.100314000",0.001823,5,,,255.0,,
"Oct 13, 2023 16:19:11.105356000",0.005042,45,0x0000,0x09ac,0.0,0x0000,0x09ac
"Oct 13, 2023 16:19:11.107180000",0.001824,5,,,0.0,,
"Oct 13, 2023 16:19:11.120106000",0.012926,50,0x0000,0x09ac,1.0,0x0000,0x09ac
"Oct 13, 2023 16:19:11.122089000",0.001983,5,,,1.0,,
"Oct 13, 2023 16:19:11.132199000",0.01011,45,0x09ac,0x0000,12.0,0x09ac,0x0000
"Oct 13, 2023 16:19:11.134022000",0.001823,5,,,12.0,,
"Oct 13, 2023 16:19:12.014957000",0.880935,74,0x6e5f,0xffff,88.0,0x6e5f,0xfffc
"Oct 13, 2023 16:19:12.748476000",0.733519,77,0xe694,0xffff,107.0,0xe694,0xfffc
"Oct 13, 2023 16:19:12.928191000",0.179715,48,0x0000,0x09ac,2.0,0x0000,0x09ac
"Oct 13, 2023 16:19:12.930110000",0.001919,5,,,2.0,,
"Oct 13, 2023 16:19:12.942731000",0.012621,50,0x09ac,0x0000,13.0,0x09ac,0x0000
"Oct 13, 2023 16:19:12.944714000",0.001983,5,,,13.0,,
"Oct 13, 2023 16:19:12.945510000",0.000796,48,0x0000,0x82eb,3.0,0x0000,0x82eb
"Oct 13, 2023 16:19:12.947436000",0.001926,5,,,3.0,,
"Oct 13, 2023 16:19:12.952033000",0.004597,52,0x09ac,0x0000,14.0,0x09ac,0x0000
"Oct 13, 2023 16:19:12.954079000",0.002046,5,,,14.0,,
"Oct 13, 2023 16:19:12.964105000",0.010026,50,0x82eb,0x0000,101.0,0x82eb,0x0000
"Oct 13, 2023 16:19:12.966088000",0.001983,5,,,101.0,,
"Oct 13, 2023 16:19:12.974141000",0.008053,45,0x0000,0x09ac,4.0,0x0000,0x09ac
"Oct 13, 2023 16:19:12.975964000",0.001823,5,,,4.0,,
"Oct 13, 2023 16:19:12.984382000",0.008418,45,0x0000,0x09ac,5.0,0x0000,0x09ac
"Oct 13, 2023 16:19:12.986205000",0.001823,5,,,5.0,,
"Oct 13, 2023 16:19:13.004845000",0.01864,50,0x0000,0x09ac,6.0,0x0000,0x09ac
"Oct 13, 2023 16:19:13.006828000",0.001983,5,,,6.0,,
"Oct 13, 2023 16:19:13.012179000",0.005351,45,0x09ac,0x0000,15.0,0x09ac,0x0000
"Oct 13, 2023 16:19:13.014001000",0.001822,5,,,15.0,,
"Oct 13, 2023 16:19:13.022630000",0.008629,52,0x82eb,0x0000,102.0,0x82eb,0x0000
"Oct 13, 2023 16:19:13.024677000",0.002047,5,,,102.0,,
"Oct 13, 2023 16:19:13.051873000",0.027196,47,0xebe5,0xffff,131.0,0xebe5,0xfffc
"Oct 13, 2023 16:19:13.095849000",0.043976,51,0xebe5,0xffff,132.0,0xebe5,0xfffc
"Oct 13, 2023 16:19:13.102803000",0.006954,56,0xebe5,0xffff,133.0,0xebe5,0xfffc
"Oct 13, 2023 16:19:13.105083000",0.00228,77,0x0000,0xebe5,7.0,0x0000,0xebe5
"Oct 13, 2023 16:19:13.107889000",0.002806,5,,,7.0,,
"Oct 13, 2023 16:19:13.114136000",0.006247,51,0x054f,0xffff,104.0,0xebe5,0xfffc
"Oct 13, 2023 16:19:13.121448000",0.007312,58,0xebe5,0x0000,134.0,0xebe5,0x0000
"Oct 13, 2023 16:19:13.123687000",0.002239,5,,,134.0,,
"Oct 13, 2023 16:19:13.128307000",0.00462,57,0x0000,0xebe5,8.0,0x0000,0xebe5
"Oct 13, 2023 16:19:13.130473000",0.002166,5,,,8.0,,
"Oct 13, 2023 16:19:13.132313000",0.00184,56,0x09ac,0xffff,16.0,0xebe5,0xfffc
"Oct 13, 2023 16:19:13.135587000",0.003274,56,0xa209,0xffff,113.0,0xebe5,0xfffc
"Oct 13, 2023 16:19:13.137694000",0.002107,51,0x82eb,0xffff,103.0,0xebe5,0xfffc
"Oct 13, 2023 16:19:13.141021000",0.003327,56,0x054f,0xffff,105.0,0xebe5,0xfffc
"Oct 13, 2023 16:19:13.148008000",0.006987,77,0x0000,0x054f,9.0,0x0000,0x054f
"Oct 13, 2023 16:19:13.150842000",0.002834,5,,,9.0,,
"Oct 13, 2023 16:19:13.153038000",0.002196,77,0x054f,0xebe5,106.0,0x054f,0xebe5
"Oct 13, 2023 16:19:13.155885000",0.002847,5,,,106.0,,
